region_key,date_key,period_id,settlement_datetime,demand_mw
SA1,2026-07-27,29,2026-07-27 00:00:00,1063.0
SA1,2026-07-27,30,2026-07-27 00:00:00,1048.0
SA1,2026-07-27,31,2026-07-27 00:00:00,1034.0
SA1,2026-07-27,32,2026-07-27 00:00:00,1124.0
SA1,2026-07-27,33,2026-07-27 00:00:00,1287.0
SA1,2026-07-27,34,2026-07-27 00:00:00,1480.0
SA1,2026-07-27,35,2026-07-27 00:00:00,1690.0
SA1,2026-07-27,36,2026-07-27 00:00:00,1864.0
SA1,2026-07-27,37,2026-07-27 00:00:00,1985.0
SA1,2026-07-27,38,2026-07-27 00:00:00,2065.0
SA1,2026-07-27,39,2026-07-27 00:00:00,2132.0
SA1,2026-07-27,40,2026-07-27 00:00:00,2091.0
SA1,2026-07-27,41,2026-07-27 00:00:00,2058.0
SA1,2026-07-27,42,2026-07-27 00:00:00,2022.0
SA1,2026-07-27,43,2026-07-27 00:00:00,1952.0
SA1,2026-07-27,44,2026-07-27 00:00:00,1867.0
SA1,2026-07-27,45,2026-07-27 00:00:00,1765.0
SA1,2026-07-27,46,2026-07-27 00:00:00,1666.0
SA1,2026-07-27,47,2026-07-27 00:00:00,1585.0
SA1,2026-07-27,48,2026-07-27 00:00:00,1560.0
SA1,2026-07-28,1,2026-07-28 00:00:00,1547.0
SA1,2026-07-28,2,2026-07-28 00:00:00,1562.0
SA1,2026-07-28,3,2026-07-28 00:00:00,1539.0
SA1,2026-07-28,4,2026-07-28 00:00:00,1510.0
SA1,2026-07-28,5,2026-07-28 00:00:00,1481.0
SA1,2026-07-28,6,2026-07-28 00:00:00,1442.0
SA1,2026-07-28,7,2026-07-28 00:00:00,1435.0
SA1,2026-07-28,8,2026-07-28 00:00:00,1411.0
SA1,2026-07-28,9,2026-07-28 00:00:00,1402.0
SA1,2026-07-28,10,2026-07-28 00:00:00,1414.0
SA1,2026-07-28,11,2026-07-28 00:00:00,1408.0
SA1,2026-07-28,12,2026-07-28 00:00:00,1443.0
SA1,2026-07-28,13,2026-07-28 00:00:00,1502.0
SA1,2026-07-28,14,2026-07-28 00:00:00,1596.0
SA1,2026-07-28,15,2026-07-28 00:00:00,1732.0
SA1,2026-07-28,16,2026-07-28 00:00:00,1891.0
SA1,2026-07-28,17,2026-07-28 00:00:00,1956.0
SA1,2026-07-28,18,2026-07-28 00:00:00,1942.0
SA1,2026-07-28,19,2026-07-28 00:00:00,1884.0
SA1,2026-07-28,20,2026-07-28 00:00:00,1819.0
SA1,2026-07-28,21,2026-07-28 00:00:00,1804.0
SA1,2026-07-28,22,2026-07-28 00:00:00,1826.0
SA1,2026-07-28,23,2026-07-28 00:00:00,1757.0
SA1,2026-07-28,24,2026-07-28 00:00:00,1625.0
SA1,2026-07-28,25,2026-07-28 00:00:00,1506.0
SA1,2026-07-28,26,2026-07-28 00:00:00,1490.0
SA1,2026-07-28,27,2026-07-28 00:00:00,1531.0
SA1,2026-07-28,28,2026-07-28 00:00:00,1474.0
SA1,2026-07-28,29,2026-07-28 00:00:00,1408.0
SA1,2026-07-28,30,2026-07-28 00:00:00,1388.0
SA1,2026-07-28,31,2026-07-28 00:00:00,1370.0
SA1,2026-07-28,32,2026-07-28 00:00:00,1326.0
SA1,2026-07-28,33,2026-07-28 00:00:00,1511.0
SA1,2026-07-28,34,2026-07-28 00:00:00,1672.0
SA1,2026-07-28,35,2026-07-28 00:00:00,1868.0
SA1,2026-07-28,36,2026-07-28 00:00:00,2064.0
SA1,2026-07-28,37,2026-07-28 00:00:00,2213.0
SA1,2026-07-28,38,2026-07-28 00:00:00,2259.0
SA1,2026-07-28,39,2026-07-28 00:00:00,2232.0
SA1,2026-07-28,40,2026-07-28 00:00:00,2211.0
SA1,2026-07-28,41,2026-07-28 00:00:00,2180.0
SA1,2026-07-28,42,2026-07-28 00:00:00,2130.0
SA1,2026-07-28,43,2026-07-28 00:00:00,2064.0
SA1,2026-07-28,44,2026-07-28 00:00:00,1993.0
SA1,2026-07-28,45,2026-07-28 00:00:00,1884.0
SA1,2026-07-28,46,2026-07-28 00:00:00,1798.0
SA1,2026-07-28,47,2026-07-28 00:00:00,1686.0
SA1,2026-07-28,48,2026-07-28 00:00:00,1635.0
SA1,2026-07-29,1,2026-07-29 00:00:00,1657.0
SA1,2026-07-29,2,2026-07-29 00:00:00,1678.0
SA1,2026-07-29,3,2026-07-29 00:00:00,1619.0
SA1,2026-07-29,4,2026-07-29 00:00:00,1581.0
SA1,2026-07-29,5,2026-07-29 00:00:00,1534.0
SA1,2026-07-29,6,2026-07-29 00:00:00,1479.0
SA1,2026-07-29,7,2026-07-29 00:00:00,1445.0
SA1,2026-07-29,8,2026-07-29 00:00:00,1416.0
SA1,2026-07-29,9,2026-07-29 00:00:00,1369.0
SA1,2026-07-29,10,2026-07-29 00:00:00,1363.0
SA1,2026-07-29,11,2026-07-29 00:00:00,1384.0
SA1,2026-07-29,12,2026-07-29 00:00:00,1438.0
SA1,2026-07-29,13,2026-07-29 00:00:00,1485.0
SA1,2026-07-29,14,2026-07-29 00:00:00,1592.0
SA1,2026-07-29,15,2026-07-29 00:00:00,1721.0
SA1,2026-07-29,16,2026-07-29 00:00:00,1862.0
SA1,2026-07-29,17,2026-07-29 00:00:00,1897.0
SA1,2026-07-29,18,2026-07-29 00:00:00,1816.0
SA1,2026-07-29,19,2026-07-29 00:00:00,1645.0
SA1,2026-07-29,20,2026-07-29 00:00:00,1491.0
SA1,2026-07-29,21,2026-07-29 00:00:00,1345.0
SA1,2026-07-29,22,2026-07-29 00:00:00,1322.0
SA1,2026-07-29,23,2026-07-29 00:00:00,1314.0
SA1,2026-07-29,24,2026-07-29 00:00:00,1232.0
SA1,2026-07-29,25,2026-07-29 00:00:00,1169.0
SA1,2026-07-29,26,2026-07-29 00:00:00,1107.0
SA1,2026-07-29,27,2026-07-29 00:00:00,1033.0
SA1,2026-07-29,28,2026-07-29 00:00:00,990.0
SA1,2026-07-29,29,2026-07-29 00:00:00,1021.0
SA1,2026-07-29,30,2026-07-29 00:00:00,1053.0
SA1,2026-07-29,31,2026-07-29 00:00:00,1090.0
SA1,2026-07-29,32,2026-07-29 00:00:00,1141.0
SA1,2026-07-29,33,2026-07-29 00:00:00,1302.0
SA1,2026-07-29,34,2026-07-29 00:00:00,1471.0
SA1,2026-07-29,35,2026-07-29 00:00:00,1666.0
SA1,2026-07-29,36,2026-07-29 00:00:00,1872.0
SA1,2026-07-29,37,2026-07-29 00:00:00,2065.0
SA1,2026-07-29,38,2026-07-29 00:00:00,2132.0
SA1,2026-07-29,39,2026-07-29 00:00:00,2144.0
SA1,2026-07-29,40,2026-07-29 00:00:00,2129.0
SA1,2026-07-29,41,2026-07-29 00:00:00,2106.0
SA1,2026-07-29,42,2026-07-29 00:00:00,2061.0
SA1,2026-07-29,43,2026-07-29 00:00:00,2006.0
SA1,2026-07-29,44,2026-07-29 00:00:00,1928.0
SA1,2026-07-29,45,2026-07-29 00:00:00,1802.0
SA1,2026-07-29,46,2026-07-29 00:00:00,1705.0
SA1,2026-07-29,47,2026-07-29 00:00:00,1607.0
SA1,2026-07-29,48,2026-07-29 00:00:00,1567.0
SA1,2026-07-30,1,2026-07-30 00:00:00,1562.0
SA1,2026-07-30,2,2026-07-30 00:00:00,1579.0
SA1,2026-07-30,3,2026-07-30 00:00:00,1543.0
SA1,2026-07-30,4,2026-07-30 00:00:00,1540.0
SA1,2026-07-30,5,2026-07-30 00:00:00,1499.0
SA1,2026-07-30,6,2026-07-30 00:00:00,1472.0
SA1,2026-07-30,7,2026-07-30 00:00:00,1461.0
SA1,2026-07-30,8,2026-07-30 00:00:00,1473.0
SA1,2026-07-30,9,2026-07-30 00:00:00,1439.0
SA1,2026-07-30,10,2026-07-30 00:00:00,1409.0
SA1,2026-07-30,11,2026-07-30 00:00:00,1428.0
SA1,2026-07-30,12,2026-07-30 00:00:00,1473.0
SA1,2026-07-30,13,2026-07-30 00:00:00,1544.0
SA1,2026-07-30,14,2026-07-30 00:00:00,1667.0
SA1,2026-07-30,15,2026-07-30 00:00:00,1794.0
SA1,2026-07-30,16,2026-07-30 00:00:00,1951.0
SA1,2026-07-30,17,2026-07-30 00:00:00,2066.0
SA1,2026-07-30,18,2026-07-30 00:00:00,1975.0
SA1,2026-07-30,19,2026-07-30 00:00:00,1791.0
SA1,2026-07-30,20,2026-07-30 00:00:00,1563.0
SA1,2026-07-30,21,2026-07-30 00:00:00,1424.0
SA1,2026-07-30,22,2026-07-30 00:00:00,1356.0
SA1,2026-07-30,23,2026-07-30 00:00:00,1322.0
SA1,2026-07-30,24,2026-07-30 00:00:00,1361.0
SA1,2026-07-30,25,2026-07-30 00:00:00,1295.0
SA1,2026-07-30,26,2026-07-30 00:00:00,1299.0
SA1,2026-07-30,27,2026-07-30 00:00:00,1275.0
SA1,2026-07-30,28,2026-07-30 00:00:00,1262.0
SA1,2026-07-30,29,2026-07-30 00:00:00,1251.0
SA1,2026-07-30,30,2026-07-30 00:00:00,1231.0
SA1,2026-07-30,31,2026-07-30 00:00:00,1272.0
SA1,2026-07-30,32,2026-07-30 00:00:00,1294.0
SA1,2026-07-30,33,2026-07-30 00:00:00,1366.0
SA1,2026-07-30,34,2026-07-30 00:00:00,1451.0
SA1,2026-07-30,35,2026-07-30 00:00:00,1680.0
SA1,2026-07-30,36,2026-07-30 00:00:00,1922.0
SA1,2026-07-30,37,2026-07-30 00:00:00,2093.0
SA1,2026-07-30,38,2026-07-30 00:00:00,2146.0
SA1,2026-07-30,39,2026-07-30 00:00:00,2173.0
SA1,2026-07-30,40,2026-07-30 00:00:00,2172.0
SA1,2026-07-30,41,2026-07-30 00:00:00,2153.0
SA1,2026-07-30,42,2026-07-30 00:00:00,2118.0
SA1,2026-07-30,43,2026-07-30 00:00:00,2070.0
SA1,2026-07-30,44,2026-07-30 00:00:00,2003.0
SA1,2026-07-30,45,2026-07-30 00:00:00,1883.0
SA1,2026-07-30,46,2026-07-30 00:00:00,1769.0
SA1,2026-07-30,47,2026-07-30 00:00:00,1664.0
SA1,2026-07-30,48,2026-07-30 00:00:00,1604.0
